id,class_id,chinese,pinyin,toneless,english,length,source
471,31,检查,jiǎnchá,jiancha,examine,2,Homework
472,31,疗效,liáoxiào,liaoxiao,curative effect,2,Homework
473,31,装腔,zhuāng qiāng,zhuang qiang,pretentious,2,Homework
474,31,真相,zhēnxiàng,zhenxiang,the truth,2,Homework
475,31,讲演,jiǎngyǎn,jiangyan,lecture / speech,2,Homework
476,31,讨厌,tǎoyàn,taoyan,hate / annoyance,2,Homework
477,31,判断,pànduàn,panduan,judge,2,Homework
478,32,说,shuō,shuo,to speak / say,1,Class
479,32,说话,shuōhuà,shuohua,to speak / say,2,Class
480,32,说明,shuōmíng,shuoming,explain,2,Class
481,32,说笑,shuōxiào,shuoxiao,laugh / chat,2,Class
482,32,小说,xiǎoshuō,xiaoshuo,novel (noun),2,Class
483,32,乱说,luàn shuō,luan shuo,gossip / speak carelessly,2,Class
484,32,说服,shuōfú,shuofu,persuade,2,Class
485,32,实话实说,shíhuà shíshuō,shihua shishuo,to speak the truth / frankly,4,Class
486,32,谈,tán,tan,talk,1,Class
487,32,谈话,tánhuà,tanhua,have a talk with someone,2,Class
488,32,交谈,jiāotán,jiaotan,chat casually,2,Class
489,32,谈论,tánlùn,tanlun,discuss something,2,Class
490,32,言谈举止,yántán jǔzhǐ,yantan juzhi,manners,4,Class
491,32,闹钟,nàozhōng,naozhong,alarm clock,2,Homework
492,32,哈欠,hāqian,haqian,yawn,2,Homework
493,32,翻身,fānshēn,fanshen,turn over,2,Homework
494,32,心想,xīn xiǎng,xin xiang,thinking,2,Homework
495,32,洗脸,xǐliǎn,xilian,to wash your face,2,Homework
496,32,十字路口,shízìlù kǒu,shizilu kou,crossroads / intersection,4,Homework
497,32,叹,tàn,tan,sigh,1,Homework
498,32,叹口气,tàn kǒuqì,tan kouqi,sigh,3,Homework
499,32,影子,yǐngzi,yingzi,shadow,2,Homework
500,32,后悔,hòuhuǐ,houhui,regret,2,Homework
501,33,笑,xiào,xiao,laugh,1,Class
502,33,笑声,xiào shēng,xiao sheng,laughter,2,Class
503,33,笑脸,xiàoliǎn,xiaolian,a smiling face,2,Class
504,33,笑话,xiàohuà,xiaohua,tell a joke,2,Class
505,33,微笑,wéixiào,weixiao,smile,2,Class
506,33,玩笑,wánxiào,wanxiao,make fun of / play a joke,2,Class
507,33,嘲笑,cháoxiào,chaoxiao,laugh at,2,Class
508,33,谈笑风生,tánxiàofēngshēng,tanxiaofengsheng,people talking happily,4,Class
509,33,哭,kū,ku,cry,1,Class
510,33,哭声,kū shēng,ku sheng,cry / weep,2,Class
511,33,哭泣,kūqì,kuqi,weep,2,Class
512,33,哭鼻子,kū bízi,ku bizi,weep,3,Class
513,33,痛哭流涕,tòngkū liú tì,tongku liu ti,crying uncontrollably,4,Class
514,33,动物,dòngwù,dongwu,animal,2,Homework
515,33,王国,wángguó,wangguo,kingdom,2,Homework
516,33,老虎,lǎohǔ,laohu,tiger,2,Homework
517,33,狗熊,gǒuxióng,gouxiong,bear,2,Homework
518,33,注意,zhùyì,zhuyi,pay attention,2,Homework
519,33,参加,cānjiā,canjia,join,2,Homework
520,33,因为,yīnwèi,yinwei,because,2,Homework
521,33,鬼脸,guǐliǎn,guilian,grimace,2,Homework
522,33,组织,zǔzhī,zuzhi,organize,2,Homework
523,33,精彩,jīngcǎi,jingcai,wonderful,2,Homework
524,33,配合,pèihé,peihe,cooperate,2,Homework
525,33,默契,mòqì,moqi,agreement,2,Homework
526,33,法官,fǎguān,faguan,Judge,2,Homework
527,33,无辜,wúgū,wugu,innocent,2,Homework
528,33,偷,tōu,tou,steal,1,Homework
529,34,头,Tóu,tou,head,1,Class
530,34,头发,tóufǎ,toufa,hair,2,Class
531,34,点头,diǎntóu,diantou,nod,2,Class
532,34,回头,huítóu,huitou,turn around,2,Class
533,34,头脑,tóunǎo,tounao,brain / mind,2,Class
534,34,枕头,zhěntou,zhentou,pillow,2,Class
535,34,木头,mùtou,mutou,timber  / wood,2,Class
536,34,带头,dàitóu,daitou,lead / first person to do something,2,Class
537,34,头头是道,tóutóushìdào,toutoushidao,clear and logical,4,Class
538,34,一头猪,yītóu zhū,yitou zhu,a pig,3,Class
539,34,领头,lǐngtóu,lingtou,take the lead,2,Class
540,34,脸,liǎn,lian,face,1,Class
541,34,脸颊,liǎnjiá,lianjia,jaw,2,Class
542,34,丢脸,diūliǎn,diulian,lose face,2,Class
543,34,做鬼脸,zuò guǐliǎn,zuo guilian,make faces,3,Class
544,34,脸红,liǎnhóng,lianhong,blush,2,Class
545,34,嬉皮笑脸,xīpíxiàoliǎn,xipixiaolian,grinning cheekily,4,Class
546,34,猴子,hóuzi,houzi,monkey,2,Homework
547,34,地里,dì li,di li,field,2,Homework
548,34,捧,pěng,peng,to hold,1,Homework
549,34,扔了,rēngle,rengle,threw,2,Homework
550,34,安排,ānpái,anpai,to arrange,2,Homework
551,34,如果,rúguǒ,ruguo,if,2,Homework
552,34,网上,wǎngshàng,wangshang,online,2,Homework
553,34,掰,bāi,bai,to break,1,Homework
554,35,骑马,qímǎ,qima,ride a horse,2,Homework
555,35,妖婆,yāopó,yaopo,witch,2,Homework
556,35,糊涂,hútú,hutu,confused,2,Homework
557,35,发出,fāchū,fachu,send out,2,Homework
558,35,愉快,yúkuài,yukuai,joy / joyous,2,Homework
559,35,应该,yīnggāi,yinggai,should,2,Homework
560,35,残疾,cánjí,canji,disability,2,Homework
561,35,身体,shēntǐ,shenti,body,2,Homework
562,35,互相,hùxiāng,huxiang,each other,2,Homework
563,35,开心,kāixīn,kaixin,happy,2,Homework
564,35,上个,shàng gè,shang ge,previous,2,Homework
565,35,下个,xià gè,xia ge,next,2,Homework
566,35,一边,yībiān,yibian,aside,2,Homework
567,35,失去了,shīqùle,shiqule,lost,3,Homework
568,36,眉,méi,mei,eyebrow,1,Class
569,36,眉毛,méimáo,meimao,eyebrow,2,Class
570,36,眉目,méimù,meimu,eyes/eyebrow/a solution,2,Class
571,36,皱眉头,zhòuméi tóu,zhoumei tou,frown,3,Class
572,36,眼,yǎn,yan,eyes,1,Class
573,36,眼睛,yǎnjīng,yanjing,eyes,2,Class
574,36,眼光,yǎnguāng,yanguang,"bright yes, can see clearly",2,Class
575,36,眼泪,yǎnlèi,yanlei,cry / tears,2,Class
576,36,闭眼,bì yǎn,bi yan,close your eyes,2,Class
577,36,睁眼,zhēng yǎn,zheng yan,open your eyes,2,Class
578,36,眨眼,zhǎyǎn,zhayan,blink,2,Class
579,36,棉花,miánhuā,mianhua,cotton,2,Homework
580,36,姑娘,gūniáng,guniang,girl,2,Homework
581,36,生病,shēngbìng,shengbing,become ill,2,Homework
582,36,盼望,pànwàng,panwang,hope,2,Homework
583,36,治病,zhì bìng,zhi bing,cure sickness,2,Homework
584,36,捉害,zhuō hài,zhuo hai,to catch,2,Homework
585,36,帮忙,bāngmáng,bangmang,help,2,Homework
586,36,啄木鸟,zhuómùniǎo,zhuomuniao,woodpecker,3,Homework
587,36,树干,shùgàn,shugan,tree trunk,2,Homework
588,36,青蛙,qīngwā,qingwa,frog,2,Homework
589,36,高兴,gāoxìng,gaoxing,happy,2,Homework
590,36,害虫,hàichóng,haichong,pests,2,Homework
591,36,忽然,hūrán,huran,suddenly,2,Homework
592,36,一群,yīqún,yiqun,measure word for groups,2,Homework
593,36,蚜虫,yáchóng,yachong,aphid,2,Homework
594,36,吃光,chī guāng,chi guang,eat up,2,Homework
595,36,惊奇,jīngqí,jingqi,surprise,2,Homework
596,36,斑点,bāndiǎn,bandian,spot,2,Homework
597,36,瓢虫,piáo chóng,piao chong,ladybug,2,Homework
598,36,咧开嘴笑,liě kāi zuǐ xiào,lie kai zui xiao,a big smile (literary),4,Homework
599,36,无论,wúlùn,wulun,regardless / no matter what,2,Homework
600,36,事情,shìqíng,shiqing,matter,2,Homework
601,36,保持,bǎochí,baochi,keep / maintain,2,Homework
602,36,清醒,qīngxǐng,qingxing,clear,2,Homework
603,36,活动,huódòng,huodong,activity,2,Homework
604,36,失败,shībài,shibai,failure,2,Homework
605,36,尝试,chángshì,changshi,to try,2,Homework
606,36,永远,yǒngyuǎn,yongyuan,forever,2,Homework
607,36,机会,jīhuì,jihui,opportunity,2,Homework
608,36,错误,cuòwù,cuowu,mistake,2,Homework
609,36,感到,gǎndào,gandao,to feel,2,Homework
610,36,严肃,yánsù,yansu,serious,2,Homework
611,37,看,kàn,kan,to see,1,Class
612,37,看见,kànjiàn,kanjian,to see,2,Class
613,37,看书,kànshū,kanshu,to read (books),2,Class
614,37,看到,kàn dào,kan dao,to see / meet / lay eyes upon,2,Class
615,37,好看,hǎokàn,haokan,good looking / good to watch,2,Class
616,37,看守,kānshǒu,kanshou,guard / protect,2,Class
617,37,看官,kàn guān,kan guan,guard / protect,2,Class
618,37,看剖红尘,kàn pōu hóngchén,kan pou hongchen,see through society,4,Class
619,37,看家本事,kān jiā běnshì,kan jia benshi,specialty,4,Class
620,37,见,jiàn,jian,to see,1,Class
621,37,在见,zàjiàn,zaijian,goodbye,2,Class
622,37,见面,jiànmiàn,jianmian,face to face,2,Class
623,37,听见,tīngjiàn,tingjian,to hear something,2,Class
624,37,眼见为实,yǎnjiàn wéi shí,yanjian wei shi,seeing is believing,4,Class
625,37,见多识广,jiàn duō shì guǎng,jian duo shi guang,well informed / seen the world,4,Class
626,37,木瓜,mùguā,mugua,papaya,2,Homework
627,37,熟了,shúle,shule,ripe / ready to eat,2,Homework
628,37,湖,hú,hu,lake,1,Homework
629,37,兔子,tùzǐ,tuzi,rabbit,2,Homework
630,37,为什么,wèishéme,weisheme,why,3,Homework
631,37,热闹,rènào,renao,lively / bustling,2,Homework
632,37,野牛,yěniú,yeniu,bison,2,Homework
633,37,咕咚,gūdōng,gudong,sound of falling into water,2,Homework
634,38,听,tīng,ting,to hear / listen to,1,Class
635,38,听说,tīng shuō,ting shuo,hear about,2,Class
636,38,听讲,tīngjiǎng,tingjiang,listen to someone,2,Class
637,38,听众,tīngzhòng,tingzhong,audience,2,Class
638,38,听话,tīnghuà,tinghua,obedient,2,Class
639,38,道听途说,dàotīngtúshuō,daotingtushuo,rumors,4,Class
640,38,想,xiǎng,xiang,think,1,Class
641,38,想法,xiǎngfǎ,xiangfa,idea/thought,2,Class
642,38,猜想,cāixiǎng,caixiang,guess,2,Class
643,38,想象,xiǎngxiàng,xiangxiang,imagine,2,Class
644,38,思想,sīxiǎng,sixiang,thoughts,2,Class
645,38,想念,xiǎngniàn,xiangnian,to miss someone,2,Class
646,38,理想,lǐxiǎng,lixiang,ideals,2,Class
647,38,胡思乱想,húsīluànxiǎng,husiluanxiang,wild imagination / silly thoughts,4,Class
648,38,壁虎,bìhǔ,bihu,gecko,2,Homework
649,38,墙角,qiángjiǎo,qiangjiao,corner,2,Homework
650,38,捉,zhuō,zhuo,catch,1,Homework
651,38,蚊子,wénzi,wenzi,mosquito,2,Homework
652,38,蛇咬,shé yǎo,she yao,snake bite,2,Homework
653,38,一挣,yī zhēng,yi zheng,one earn,2,Homework
654,38,挣断,zhēng duàn,zheng duan,break off,2,Homework
655,38,河边,hé biān,he bian,riverside,2,Homework
656,38,摇着,yáozhe,yaozhe,shaking,2,Homework
657,38,游来游去,yóu lái yóu qù,you lai you qu,swim back and forth,4,Homework
658,38,拨水,bō shuǐ,bo shui,drain water,2,Homework
659,38,甩着,shuǎizhe,shuaizhe,swing,2,Homework
660,38,赶蝇子,gǎn yíng zi,gan ying zi,catch flies,3,Homework
661,38,房檐,fángyán,fangyan,eaves,2,Homework
662,38,燕子,yànzi,yanzi,swallow (bird),2,Homework
663,38,方向,fāngxiàng,fangxiang,direction,2,Homework
664,38,笑着,xiàozhe,xiaozhe,smiling,2,Homework
665,38,傻,shǎ,sha,stupid,1,Homework
666,38,转过,zhuǎnguò,zhuanguo,turn around,2,Homework
667,38,身子,shēnzi,shenzi,the body,2,Homework
668,38,长出,zhǎng chū,zhang chu,grow out,2,Homework
669,39,读,dú,dú,read,1,Class
670,39,读书,dúshū,dúshū,read,2,Class
671,39,朗读,lǎngdú,lǎngdú,read aloud,2,Class
672,39,读音,dúyīn,dúyīn,pronunciation,2,Class
673,39,读者,dúzhě,dúzhě,reader,2,Class
674,39,百读不厌,bǎi dú bùyàn,bǎi dú bùyàn,worth reading 100 times,4,Class
675,39,写,xiě,xiě,write,1,Class
676,39,写字,xiězì,xiězì,to write,2,Class
677,39,写信,xiě xìn,xiě xìn,write a letter,2,Class
678,39,听写,tīngxiě,tīngxiě,dictation,2,Class
679,39,写作,xiězuò,xiězuò,writing,2,Class
680,39,描写,miáoxiě,miáoxiě,describe,2,Class
681,39,轻描淡写,qīngmiáodànxiě,qīngmiáodànxiě,understatement / mention lightly,4,Class
682,39,砍,kǎn,kan,cut,1,Homework
683,39,森林,sēnlín,senlin,forest,2,Homework
684,39,长满,zhǎng mǎn,zhang man,grown full of,2,Homework
685,39,绿油油,lǜyóuyóu,luyouyou,very green,3,Homework
687,39,结着,jiézhe,jiezhe,grown on,2,Homework
688,39,果子,guǒzi,guozi,fruit,2,Homework
689,39,不忍心,bù rěnxīn,bu renxin,could not bear,3,Homework
690,39,斧头,fǔtóu,futou,axe,2,Homework
691,39,声音,shēngyīn,shengyin,voice,2,Homework
692,39,毁了,huǐle,huile,destroyed,2,Homework
693,39,这棵树,zhè kē shù,zhe ke shu,this tree,3,Homework
694,39,鲜花,xiānhuā,xianhua,fresh flowers,2,Homework
695,39,果实,guǒshí,guoshi,fruit,2,Homework
696,40,池塘,chítáng,chitang,pond,2,Homework
697,40,群,qún,qun,a group,1,Homework
698,40,蝌蚪,kēdǒu,kedou,tadpole,2,Homework
699,40,脑袋,nǎodai,naodai,head,2,Homework
700,40,快活地,kuàihuó dì,kuaihuo di,happily,3,Homework
701,40,后腿,hòu tuǐ,hou tui,hind legs,2,Homework
702,40,乌龟,wūguī,wugui,turtle,2,Homework
703,40,摆动,bǎidòng,baidong,to swing,2,Homework
704,40,开会,kāihuì,kaihui,meeting,2,Homework
705,40,演讲,yǎnjiǎng,yanjiang,speech,2,Homework
706,40,吸收,xīshōu,xishou,absorb,2,Homework
707,40,懂事,dǒngshì,dongshi,sensible,2,Homework
708,40,力量,lìliàng,liliang,strength,2,Homework
709,40,伟大,wěidà,weida,great,2,Homework
710,40,动力,dònglì,dongli,power,2,Homework
711,40,整天,zhěng tiān,zheng tian,all day,2,Homework
712,40,工作,gōngzuò,gongzuo,to work,2,Homework
713,40,学习,xuéxí,xuexi,to study,2,Homework
714,40,一切创造,yīqiè chuàngzào,yiqie chuangzao,all creation,4,Homework
715,41,拿,ná,na,to take,1,Class
716,41,拿来,ná lái,na lai,bring,2,Class
717,41,拿走,ná zǒu,na zou,take away,2,Class
718,41,拿下来,ná xiàlái,na xialai,take down,3,Class
719,41,拿起,ná qǐ,na qi,pick up,2,Class
720,41,加拿大,jiānádà,jianada,Canada,3,Class
721,41,十拿九稳,shínájiǔwěn,shinajiuwen,very sure of success,4,Class
722,41,打,dǎ,da,strike / hit,1,Class
723,41,打人,dǎ rén,da ren,fight physically,2,Class
724,41,打球,dǎqiú,daqiu,play ball,2,Class
725,41,打针,dǎzhēn,dazhen,injection / shot,2,Class
726,41,打印机,dǎyìnjī,dayinji,printer,3,Class
727,41,打工,dǎgōng,dagong,work part time,2,Class
728,41,精打细算,jīngdǎxìsuàn,jingdaxisuan,careful calculation,4,Class
729,41,天空,tiānkōng,tiankong,sky / heavens,2,Homework
730,41,升到,shēng dào,sheng dao,to ascend to,2,Homework
731,41,无数,wúshù,wushu,countless,2,Homework
732,41,飘浮,piāofú,piaofu,floating,2,Homework
733,41,有时候,yǒu shíhòu,you shihou,sometimes,3,Homework
734,41,体温,tǐwēn,tiwen,body temperature,2,Homework
735,41,落下,luòxià,luoxia,to fall,2,Homework
736,41,冰雹,bīngbáo,bingbao,hail,2,Homework
737,41,散步,sànbù,sanbu,to walk,2,Homework
738,41,溪,xī,xi,creek / stream,1,Homework
739,41,温和,wēnhé,wenhe,mild,2,Homework
740,41,暴躁,bàozào,baozao,irritable,2,Homework
741,41,灌溉,guàngài,guangai,irrigation,2,Homework
742,41,机器,jīqì,jiqi,machine,2,Homework
743,41,灾害,zāihài,zaihai,disaster,2,Homework
744,41,想出,xiǎng chū,xiang chu,come up with,2,Homework
745,41,管住,guǎn zhù,guan zhu,control,2,Homework
746,41,语言,yǔyán,yuyan,language,2,Homework
747,41,一本,yī běn,yi ben,measure word for books,2,Homework
748,41,电话,diànhuà,dianhua,phone,2,Homework
749,41,相聚,xiāngjù,xiangju,get together,2,Homework
750,41,祝,zhù,zhu,wish,1,Homework
751,41,各位,gèwèi,gewei,everyone,2,Homework
752,41,长辈,zhǎngbèi,zhangbei,respectable elders,2,Homework
753,41,身体健康,shēntǐ jiànkāng,shenti jiankang,good health,4,Homework
754,41,吉祥如意,jíxiáng rúyì,jixiang ruyi,may your dreams come true,4,Homework
755,41,兄弟姐妹,xiōngdì jiěmèi,xiongdi jiemei,brothers and sisters,4,Homework
756,41,工作顺利,gōngzuò shùnlì,gongzuo shunli,success in work,4,Homework
757,41,心想事成,xīn xiǎng shì chéng,xin xiang shi cheng,may your wishes come true,4,Homework
758,42,找,zhǎo,zhao,look for,1,Class
759,42,寻找,xúnzhǎo,xunzhao,look for,2,Class
760,42,查找,cházhǎo,chazhao,look up,2,Class
761,42,找朋友,zhǎo péngyǒu,zhao pengyou,find friends,3,Class
762,42,找出,zhǎo chū,zhao chu,find out,2,Class
763,42,没事找事,méishì zhǎoshì,meishi zhaoshi,someone looking for trouble,4,Class
764,42,把,bǎ,ba,to grasp / seize / hold,1,Class
765,42,把握,bǎwò,bawo,to hold / grasp an opportunity,2,Class
766,42,把手,bǎshǒu,bashou,handle,2,Class
767,42,火把,huǒbǎ,huoba,torch,2,Class
768,42,一把手,yībǎshǒu,yibashou,person in charge,3,Class
769,42,二把手,èr bǎshǒu,er bashou,second in charge,3,Class
770,42,新官上任三把火,xīn guān shàngrèn sān bǎ huǒ,xin guan shangren san ba huo,"When a new leader comes into power, there will be many changes. ",7,Class
771,42,告别,gàobié,gaobie,bid farewell,2,Homework
772,42,四海为家,sìhǎi wéi jiā,sihai wei jia,cosmopolitan,4,Homework
773,42,植物,zhíwù,zhiwu,plant,2,Homework
774,42,蒲公英,púgōngyīng,pugongying,dandelion,3,Homework
775,42,降落伞,jiàngluòsǎn,jiangluosan,parachute,3,Homework
776,42,送给,sòng gěi,song gei,to give,2,Homework
777,42,铠甲,kǎijiǎ,kaijia,armor,2,Homework
778,42,皮毛,pímáo,pimao,fur,2,Homework
779,42,粗心,cūxīn,cuxin,careless,2,Homework
780,43,狮子大王,shīzi dàwáng,shizi dawang,lion king,4,Homework
781,43,炎热,yánrè,yanre,hot,2,Homework
782,43,非洲,fēizhōu,feizhou,Africa,2,Homework
783,43,不停的,bù tíng de,bu ting de,non-stop,3,Homework
784,43,河马,hémǎ,hema,hippo,2,Homework
785,43,南极,nánjí,nanji,Antarctica,2,Homework
786,43,叫做,jiàozuò,jiaozuo,called,2,Homework
787,43,立刻,lìkè,like,immediately,2,Homework
788,43,企鹅,qìé,qie,penguin,2,Homework
789,43,一封信,yī fēng xìn,yi feng xin,a letter,3,Homework
790,43,寄,jì,ji,send,1,Homework
791,43,收到,shōu dào,shou dao,receive,2,Homework
792,43,冰天雪地,bīngtiānxuědì,bingtianxuedi,land of ice and snow,4,Homework
793,43,挑了,tiāole,tiaole,picked,2,Homework
794,43,装在袋子,zhuāng zài dàizi,zhuang zai daizi,packed in bag,4,Homework
795,43,回去了,huíqùle,huiqule,gone back,3,Homework
796,43,明明,míngmíng,mingming,obviously,2,Homework
797,43,糊涂了,hútúle,hutule,confused,3,Homework
798,45,握,wò,wo,catch / hold,1,Class
799,45,握住,wò zhù,wo zhu,catch / hold,2,Class
800,45,有把握,yǒu bǎwò,you bawo,be sure of / be confident,3,Class
801,45,握手,wòshǒu,woshou,shake hands,2,Class
802,45,掌握,zhǎngwò,zhangwo,master something,2,Class
803,45,握拳,wòquán,woquan,clench your fist,2,Class
804,45,握手言欢,wòshǒu yánhuān,woshou yanhuan,make up after fighting,4,Class
805,45,大权在握,dàquán zàiwò,daquan zaiwo,have the power in your hands,4,Class
806,45,抓,zhuā,zhua,catch / hold,1,Class
807,45,抓住,zhuā zhù,zhua zhu,catch / hold,2,Class
808,45,抓获,zhuāhuò,zhuahuo,arrest or capture someone,2,Class
809,45,爪,zhuǎ,zhua,animal paw,1,Class
810,45,抓耳挠腮,zhuā ěr náo sāi,zhua er nao sai,scratching your head in confusion,4,Class
811,45,眉毛胡子一把抓,méi mao húzi yībǎ zhuā,mei mao huzi yiba zhua,do things illogically,7,Class
812,45,蝴蝶,húdié,hudie,butterfly,2,Homework
813,45,嫩,nèn,nen,tender,1,Homework
814,45,农事,nóngshì,nongshi,farm work,2,Homework
815,45,信息,xìnxī,xinxi,information,2,Homework
816,45,总是,zǒng shì,zong shi,always,2,Homework
817,45,喜欢,xǐhuān,xihuan,to like,2,Homework
818,45,机遇,jīyù,jiyu,opportunity,2,Homework
819,45,提升,tíshēng,tisheng,promotion,2,Homework
820,45,改动,gǎidòng,gaidong,to change,2,Homework
821,45,别人,biérén,bieren,other people,2,Homework
822,46,正月,zhēngyuè,zhengyue,first lunar month,2,Homework
823,46,冬月,dōng yuè,dong yue,winter moon,2,Homework
824,46,腊月,làyuè,layue,twelfth lunar month,2,Homework
825,46,山茶,shānchá,shancha,camellia flower,2,Homework
826,46,开放,kāifàng,kaifang,open,2,Homework
827,46,桃花,táohuā,taohua,peach blossom,2,Homework
828,46,牡丹,mǔdān,mudan,peony flower,2,Homework
829,46,石榴,shíliú,shiliu,pomegranate,2,Homework
830,46,荷花,héhuā,hehua,lotus flower,2,Homework
831,46,茉莉花,mòlìhuā,molihua,jasmine flower,3,Homework
832,46,桂花,guìhuā,guihua,osmanthus flower,2,Homework
833,46,菊花,júhuā,juhua,chrysanthemum flower,2,Homework
834,46,芙蓉,fúróng,furong,hibiscus flower,2,Homework
835,46,水仙,shuǐxiān,shuixian,narcissus flower,2,Homework
836,46,寒梅,hánméi,hanmei,winter plum,2,Homework
837,46,冰霜,bīngshuāng,bingshuang,frost,2,Homework
838,47,古时候,gǔ shíhòu,gu shihou,ancient times,3,Homework
839,47,送,sòng,song,give,1,Homework
840,47,大象,dà xiàng,da xiang,elephant,2,Homework
841,47,官员们,guānyuánmen,guanyuanmen,officers,3,Homework
842,47,一堵墙,yī dǔ qiáng,yi du qiang,a wall,3,Homework
843,47,柱子,zhùzi,zhuzi,pillar,2,Homework
844,47,议论,yìlùn,yilun,discuss,2,Homework
845,47,秤,chèng,cheng,a scale (for weighing),1,Homework
846,47,直摇头,zhí yáotóu,zhi yaotou,shake your head,3,Homework
847,47,站出来,zhàn chūlái,zhan chulai,stand up,3,Homework
848,47,一艘船,yī sōu chuán,yi sou chuan,a ship/boat,3,Homework
849,47,下沉,xià chén,xia chen,sink,2,Homework
850,47,装到,zhuāng dào,zhuang dao,load something onto,2,Homework
851,48,拉,lā,la,pull,1,Class
852,48,拉开,lā kāi,la kai,pull open / draw back,2,Class
853,48,拉力,lālì,lali,the power of a pull,2,Class
854,48,拉面,lāmiàn,lamian,hand-pulled noodles,2,Class
855,48,拉链,lāliàn,lalian,zipper,2,Class
856,48,马拉松,mǎlāsōng,malasong,marathon,3,Class
857,48,扯,chě,che,pull / tear,1,Class
858,48,拉扯,lāchě,lache,tear,2,Class
859,48,闲扯,xiánchě,xianche,chat / gossip,2,Class
860,48,东拉西扯,dōng lā xī chě,dong la xi che,talk at random (ramble),4,Class
861,48,得意地,déyì de,deyi de,proudly,3,Homework
862,48,一角,yījiǎo,yijiao,corner,2,Homework
863,48,参加评奖,cānjiā píngjiǎng,canjia pingjiang,be judge in a contest,4,Homework
864,48,时间不早了,shíjiān bù zǎole,shijian bu zaole,it is getting late,5,Homework
865,48,催,cuī,cui,to urge,1,Homework
866,48,收拾,shōushí,shoushi,put away / tidy up,2,Homework
867,48,伤心的,shāngxīn de,shangxin de,bitterly,3,Homework
868,48,报纸,bàozhǐ,baozhi,newspaper,2,Homework
869,48,弄脏,nòng zāng,nong zang,stain,2,Homework
870,48,来不及了,láibujíle,laibujile,it is too late,4,Homework
871,48,仔细地,zǐxì de,zixi de,carefully,3,Homework
872,48,花狗,huā gǒu,hua gou,spotted dog,2,Homework
873,48,眯着眼睛,mī zhuó yǎnjīng,mi zhuo yanjing,squint,4,Homework
874,48,楼梯,lóutī,louti,stairs,2,Homework
875,48,整张画,zhěng zhāng huà,zheng zhang hua,whole painting,3,Homework
876,48,只要,zhǐyào,zhiyao,as long as,2,Homework
877,48,肯动,kěn dòng,ken dong,willing to move,2,Homework
878,48,脑筋,nǎojīn,naojin,brain,2,Homework
879,48,变成,biàn chéng,bian cheng,to become,2,Homework
880,48,坏事,huàishì,huaishi,bad thing,2,Homework
881,48,好事,hǎoshì,haoshi,good thing,2,Homework
882,49,抬,tái,tai,to lift / raise,1,Class
883,49,抬头,táitóu,taitou,look up,2,Class
884,49,抬手,tái shǒu,tai shou,raise your hand,2,Class
885,49,抬起,tái qǐ,tai qi,lift something,2,Class
886,49,高抬贵手,gāotáiguìshǒu,gaotaiguishou,give another chance,4,Class
887,49,不识抬举,bù shí táijǔ,bu shi taiju,fail to appreciate kindness,4,Class
888,49,观察,guānchá,guancha,to view / look closely,2,Class
889,49,观看,guānkàn,guankan,to watch,2,Class
890,49,参观,cānguān,canguan,to visit,2,Class
891,49,壮观,zhuàngguān,zhuangguan,spectacular,2,Class
892,49,乐观,lèguān,leguan,optimistic,2,Class
893,49,坐井观天,zuòjǐngguāntiān,zuojingguantian,someone with a narrow view,4,Class
894,49,无边无际,wúbiān wújì,wubian wuji,boundless,4,Homework
895,49,弄错,nòng cuò,nong cuo,mistake,2,Homework
896,50,石崖,shí yá,shi ya,stone cliff,2,Homework
897,50,山脚,shānjiǎo,shanjiao,foot of mountain,2,Homework
898,50,缝,fèng,feng,crack,1,Homework
899,50,窝,wō,wo,nest,1,Homework
900,50,河,hé,he,river,1,Homework
901,50,喜鹊,xǐquè,xique,magpie,2,Homework
902,50,夏虫,xià chóng,xia chong,summer insects,2,Homework
903,50,反复,fǎnfù,fanfu,repeatedly,2,Homework
904,50,凡夫,fánfū,fanfu,ordinary people,2,Homework
905,50,遇到,yù dào,yu dao,to meet / understand,2,Homework
906,51,内容,nèiróng,neirong,content,2,Homework
907,51,从前,cóngqián,congqian,once upon a time,2,Homework
908,51,坐船,zuò chuán,zuo chuan,take a boat,2,Homework
909,51,一不小心,yī bù xiǎoxīn,yi bu xiaoxin,accidentally,4,Homework
910,51,挂,guà,gua,hang,1,Homework
911,51,宝剑,bǎojiàn,baojian,sword,2,Homework
912,51,掉进,diào jìn,diao jin,fall into,2,Homework
913,51,江,jiāng,jiang,river,1,Homework
914,51,马上,mǎshàng,mashang,immediately,2,Homework
915,51,拿出,ná chū,na chu,take out,2,Homework
916,51,船舷,chuánxián,chuanxian,the side of a ship,2,Homework
917,51,刻,kè,ke,carve,1,Homework
918,51,记号,jìhào,jihao,mark,2,Homework
919,51,赶快,gǎnkuài,gankuai,hurry up,2,Homework
920,51,什么用,shénme yòng,shenme yong,what is the use,3,Homework
921,51,不慌不忙,bù huāng bù máng,bu huang bu mang,leisurely/calmly/not hurried ,4,Homework
922,51,指,zhǐ,zhi,to point,1,Homework
923,51,靠岸,kào àn,kao an,dock,2,Homework
924,51,跳下去,tiào xiàqù,tiao xiaqu,to jump down (away from speaker),3,Homework
925,51,跳下来,tiào xiàlái,tiao xialai,to jump down (towards speaker),3,Homework
926,51,跳上去,tiào shàngqù,tiao shangqu,to jump up (away from speaker),3,Homework
